	0.05_0	0.07_0	0.1_0	0.02_0	1_0
PF15001	0.000	0.000	0.000	0.000	0.000
PF00847	0.000	0.000	0.000	0.000	0.000
PF14796	0.000	0.000	0.000	0.000	0.000
PF14807	0.000	0.000	0.000	0.000	0.000
PF02558	0.000	0.000	0.000	0.000	-0.050
PF08546	0.000	0.000	0.000	0.000	0.000
PF02424	0.000	0.000	0.000	0.000	-0.035
PF12859	0.000	0.000	0.000	0.000	0.000
PF03256	0.000	0.000	0.000	0.000	0.000
PF05839	0.000	0.000	0.000	0.000	0.000
PF05841	0.000	0.000	0.000	0.000	0.000
PF08672	0.000	0.000	0.000	0.000	0.000
PF12895	0.000	0.000	0.000	0.000	0.000
PF12896	0.000	0.000	0.000	0.000	0.000
PF12894	0.000	0.000	0.000	0.000	0.000
PF12862	0.000	0.000	0.000	0.000	0.000
PF04049	0.000	0.000	0.000	0.000	0.000
PF12856	0.000	0.000	0.000	0.000	0.000
PF14921	0.000	0.000	0.000	0.000	0.000
PF05972	0.000	0.000	0.000	0.000	0.000
PF05956	0.000	0.000	0.000	0.000	0.000
PF10471	0.000	0.000	0.000	0.000	0.000
PF05923	0.000	0.000	0.000	0.000	0.000
PF15360	0.000	0.000	0.000	0.000	0.000
PF04110	0.000	0.000	0.000	0.000	0.000
PF04108	0.000	0.000	0.000	0.000	0.000
PF04106	0.000	0.000	0.000	0.000	0.000
PF04111	0.000	0.000	0.000	0.000	0.000
PF04109	0.000	0.000	0.000	0.000	0.000
PF01636	0.000	0.000	0.000	0.000	0.000
PF06105	0.000	0.000	0.000	0.000	0.000
PF14557	0.000	0.000	0.000	0.000	0.000
PF04655	0.000	0.000	0.000	0.000	0.000
PF05918	0.000	0.000	0.000	0.000	0.000
PF00807	0.000	0.000	0.000	0.000	0.000
PF11671	0.000	0.000	0.000	0.000	0.000
PF05355	0.000	0.000	0.000	0.000	0.000
PF05778	0.000	0.000	0.000	0.000	0.000
PF05418	0.000	0.000	0.000	0.000	0.000
PF04711	0.000	0.000	0.000	0.000	0.000
PF12491	0.000	0.000	0.000	0.000	0.000
PF05240	0.000	0.000	0.000	0.000	0.000
PF08210	0.000	0.000	0.000	0.000	0.000
PF04691	0.000	0.000	0.000	0.000	0.000
PF15119	0.000	0.000	0.000	0.000	0.000
PF01333	0.000	0.000	0.000	0.000	0.000
PF05461	0.000	0.000	0.000	0.000	0.000
PF01442	0.000	0.000	0.000	0.000	0.000
PF15148	0.000	0.000	0.000	0.000	0.000
PF07464	0.000	0.000	0.000	0.000	0.000
PF11032	0.000	0.000	0.000	0.000	0.000
PF09769	0.000	0.000	0.000	0.000	0.000
PF05634	0.000	0.000	0.000	0.000	0.000
PF10515	0.000	0.000	0.000	0.000	0.000
PF12924	0.000	0.000	0.000	0.000	0.000
PF12925	0.000	0.000	0.000	0.000	0.000
PF02177	0.000	0.000	0.000	0.000	0.000
PF12716	0.000	0.000	0.000	0.000	0.000
PF12139	0.000	0.000	0.000	0.000	0.000
PF01583	0.000	0.000	0.000	0.000	0.000
PF03440	0.000	0.000	0.000	0.000	0.000
PF10351	0.000	0.000	0.000	0.000	0.000
PF06079	0.000	0.000	0.000	0.000	0.000
PF01261	0.000	0.000	0.000	0.000	0.000
PF07582	0.000	0.000	0.000	0.000	0.000
PF12489	0.000	0.000	0.000	0.000	0.000
PF09206	0.000	0.000	0.000	0.000	0.000
PF12625	0.000	0.000	0.000	0.000	0.000
PF02610	0.000	0.017	0.079	0.000	0.052
PF11762	0.000	0.000	0.000	0.000	0.068
PF04602	0.000	0.000	0.000	0.000	0.000
PF14896	0.000	0.000	0.000	0.000	0.000
PF02311	0.000	0.000	0.000	0.000	0.000
PF14525	0.000	0.000	0.000	0.000	0.000
PF06719	0.000	0.000	0.000	0.000	0.000
PF09692	0.000	0.000	0.000	0.000	0.000
PF09757	0.000	0.000	0.000	0.000	0.000
PF03869	0.000	0.000	0.000	0.000	0.000
PF12942	0.000	0.000	0.000	0.000	0.000
PF01951	0.000	0.000	0.000	0.000	0.000
PF01637	0.000	0.000	0.000	0.000	0.000
PF01917	0.000	0.000	0.000	0.000	0.000
PF04659	0.000	0.000	0.000	0.000	0.000
PF06819	0.000	0.000	0.000	0.000	0.000
PF06847	0.000	0.000	0.000	0.000	0.000
PF08394	0.000	0.000	0.000	0.000	0.000
PF03079	0.000	0.000	0.000	0.000	0.000
PF07275	0.000	0.000	0.000	0.000	0.000
PF07573	0.000	0.000	0.000	0.000	0.000
PF00798	0.000	0.000	0.000	0.000	0.000
PF00843	0.000	0.000	0.000	0.000	0.000
PF06317	0.000	0.000	0.000	0.000	0.000
PF00025	0.000	0.000	0.000	0.000	0.000
PF14949	0.000	0.000	0.000	0.000	0.000
PF06456	0.000	0.000	0.000	0.000	0.000
PF01412	0.000	0.000	0.000	0.000	0.000
PF00491	0.000	0.000	0.000	0.000	0.000
PF00764	0.000	0.000	0.000	0.000	0.000
PF01960	0.000	0.000	0.000	0.000	0.000
PF03308	0.000	0.000	0.000	0.000	0.000
PF15346	0.000	0.000	0.000	0.000	0.000
PF11581	0.000	0.000	0.000	0.000	0.000
PF01316	0.000	0.000	0.000	0.000	0.000
PF02863	0.000	0.000	0.000	0.000	0.000
PF03485	0.000	0.000	0.000	0.000	0.000
PF15441	0.000	0.000	0.000	0.000	0.000
PF01388	0.000	0.000	0.000	0.000	0.000
PF06770	0.000	0.000	0.000	0.000	0.000
PF11527	0.000	0.000	0.000	0.000	0.000
PF15062	0.000	0.000	0.000	0.000	0.000
PF00514	0.000	0.000	0.000	0.000	0.000
PF10208	0.000	0.000	0.000	0.000	0.000
PF04826	0.000	0.000	0.000	0.000	0.000
PF07302	0.000	0.000	0.000	0.000	0.000
PF11723	0.000	0.000	0.000	0.000	0.000
PF05856	0.000	0.000	0.000	0.000	0.000
PF12120	0.000	0.000	0.000	0.000	0.000
PF02752	0.000	0.000	0.000	0.000	0.000
PF00339	0.000	0.000	0.000	0.000	0.000
PF04959	0.000	0.000	0.000	0.000	0.000
PF02374	0.000	0.000	0.000	0.000	0.000
PF02040	0.000	0.000	0.000	0.000	0.000
PF03960	0.000	0.000	0.000	0.000	0.000
PF06953	0.000	0.000	0.000	0.000	0.000
PF09824	0.000	0.000	0.000	0.000	0.000
PF01129	0.000	0.000	0.000	0.000	0.000
PF01606	0.000	0.000	0.000	0.000	0.000
PF00951	0.000	0.000	0.000	0.000	0.000
PF02497	0.000	0.000	0.000	0.000	0.000
PF01481	0.000	0.000	0.000	0.000	0.000
PF04161	0.000	0.000	0.000	0.000	0.000
PF01731	0.000	0.000	0.000	0.000	0.000
PF05935	0.000	0.000	0.000	0.000	0.000
PF14269	0.000	0.000	0.000	0.000	0.000
PF00858	0.000	0.000	0.000	0.000	0.000
PF04266	0.000	0.000	0.000	0.000	0.000
PF08688	0.000	0.000	0.000	0.000	0.000
PF08687	0.000	0.000	0.000	0.000	0.000
PF04729	0.000	0.000	0.000	0.000	0.000
PF01671	0.000	0.000	0.000	0.000	0.000
PF05568	0.000	0.000	0.000	0.000	0.000
PF05293	0.000	0.000	0.000	0.000	0.000
PF06556	0.000	0.000	0.000	0.000	0.000
PF15323	0.000	0.000	0.000	0.000	0.000
PF09010	0.000	0.000	0.000	0.000	0.000
PF08328	0.000	0.000	0.000	0.000	0.000
PF14698	0.000	0.000	0.000	0.000	0.000
PF05170	0.000	0.000	0.000	0.000	0.000
PF13109	0.000	0.000	0.000	0.000	0.000
PF13502	0.000	0.000	0.000	0.000	0.000
PF03590	0.000	0.000	0.000	0.000	0.000
PF01037	0.000	0.000	0.000	0.000	0.000
PF00733	0.000	0.000	0.000	0.000	0.000
PF00026	0.000	0.000	0.000	0.000	0.000
PF06826	0.000	0.000	0.000	0.000	0.000
PF05279	0.000	0.000	0.000	0.000	0.000
PF03780	0.000	0.000	0.000	0.000	0.000
PF00710	-0.048	-0.060	-0.063	0.000	-0.022
PF01112	0.000	0.000	0.000	0.000	0.000
PF06089	0.000	0.000	0.000	0.000	0.000
PF14521	0.000	0.000	0.000	0.000	0.000
PF05118	0.000	0.000	0.000	0.000	0.000
PF02261	0.000	0.000	0.000	0.000	0.000
PF01177	0.000	0.000	0.000	0.000	0.000
PF14669	0.000	0.000	0.000	0.000	0.000
PF09668	0.000	0.000	0.000	0.000	0.000
PF13650	0.000	0.000	0.000	0.000	0.000
PF06392	0.000	0.000	0.000	0.000	0.000
PF07100	0.000	0.000	0.000	0.000	0.000
PF04958	0.000	0.000	0.000	0.000	0.000
PF01400	0.000	0.000	0.000	0.000	0.000
PF04996	0.000	0.000	0.000	0.000	0.000
PF04952	0.000	0.000	0.000	0.000	0.000
PF03115	0.000	0.000	0.000	0.000	0.000
PF12226	0.000	0.000	0.000	0.000	0.000
PF13919	0.000	0.000	0.000	0.000	0.000
PF15321	0.000	0.000	0.000	0.000	0.000
PF14196	0.000	0.000	0.000	0.000	0.000
PF04377	0.000	0.000	0.000	0.000	0.000
PF04376	0.000	0.000	0.000	0.000	0.000
PF10377	0.000	0.000	0.000	0.000	0.000
PF10033	0.000	0.000	0.000	0.000	0.000
PF10186	0.000	0.000	0.000	0.000	0.000
PF08614	0.000	0.000	0.000	0.000	0.000
PF12744	0.000	0.000	0.000	0.000	0.000
PF11700	0.000	0.000	0.000	0.000	0.000
PF09451	0.000	0.000	0.000	0.000	0.000
PF13329	0.000	0.000	0.000	0.000	0.000
PF09795	0.000	0.000	0.000	0.000	0.000
PF02991	0.000	0.000	0.000	0.000	0.000
PF09333	0.000	0.000	0.000	0.000	0.000
PF03078	0.000	0.000	0.000	0.000	0.000
PF07737	0.000	0.000	0.000	0.000	0.000
PF03477	0.000	0.000	0.000	0.000	0.000
PF02222	0.000	0.000	0.000	0.000	0.000
PF08442	0.000	0.000	0.000	0.000	0.000
PF02655	0.000	0.000	0.000	0.000	0.000
PF13535	0.000	0.000	0.000	0.000	0.000
PF13549	0.000	0.000	0.000	0.000	0.000
PF00217	0.000	0.000	0.000	0.000	0.000
PF02807	0.000	0.000	0.000	0.000	0.000
PF01747	0.000	0.000	0.000	0.000	0.000
PF00231	0.000	0.000	0.000	0.000	0.000
PF05176	0.000	0.000	0.000	0.000	0.000
PF00895	0.000	0.000	0.000	0.000	0.000
PF00119	0.000	0.000	0.000	0.000	0.000
PF00006	0.000	0.000	0.000	0.000	0.000
PF00306	0.000	0.000	0.000	0.000	0.000
PF02874	0.000	0.000	0.000	0.000	0.000
PF00430	0.000	0.000	0.000	0.000	0.000
PF00137	0.000	0.000	0.000	0.000	0.000
PF01813	0.000	0.000	0.000	0.000	0.000
PF00401	0.000	0.000	0.000	0.000	0.000
PF02823	0.000	0.000	0.000	0.000	0.000
PF05680	0.000	0.000	0.000	0.000	0.000
PF04627	0.000	0.000	0.000	0.000	0.000
PF08112	0.000	0.000	0.000	0.000	0.000
PF01990	0.000	0.000	0.000	0.000	0.000
PF05511	0.000	0.000	0.000	0.000	0.000
PF04718	0.000	0.000	0.000	0.000	0.000
PF04911	0.000	0.000	0.000	0.000	0.000
PF05827	0.000	0.000	0.000	0.000	0.000
PF06644	0.000	0.000	0.000	0.000	0.000
PF07542	0.000	0.000	0.000	0.000	0.000
PF12921	0.000	0.000	0.000	0.000	0.000
PF02038	0.000	0.000	0.000	0.000	0.000
PF12156	0.000	0.000	0.000	0.000	0.000
PF09527	0.000	0.000	0.000	0.000	-0.014
PF14397	0.000	0.000	0.000	0.000	0.000
PF15632	0.000	0.000	0.000	0.000	0.000
PF14305	0.000	0.000	0.000	0.000	0.000
PF14398	0.000	0.000	0.000	0.000	0.000
PF12966	0.000	0.000	0.000	0.000	0.000
PF03029	0.000	0.000	0.000	0.000	0.000
PF03668	0.000	0.000	0.000	0.000	0.000
PF01171	0.000	0.000	0.000	0.000	0.000
PF01902	0.000	0.000	0.000	0.000	0.000
PF12424	0.000	0.000	0.000	0.000	0.000
PF10775	0.000	0.000	0.000	0.000	0.000
PF14960	0.000	0.000	0.000	0.000	0.000
PF05493	0.000	0.000	0.000	0.000	0.000
PF03899	0.000	0.000	0.000	0.000	0.000
PF09830	0.000	0.000	0.000	0.000	0.000
PF05353	0.000	0.000	0.000	0.000	0.000
PF03154	0.000	0.000	0.000	0.000	0.000
PF15445	0.000	0.000	0.000	0.000	0.000
PF06232	0.000	0.000	0.000	0.000	0.000
PF11263	0.000	0.000	0.000	0.000	0.000
PF03769	0.000	0.000	0.000	0.000	0.000
PF03768	0.000	0.000	0.000	0.000	0.000
PF08037	0.000	0.000	0.000	0.000	0.000
PF11512	0.000	0.000	0.000	0.000	0.000
PF09759	0.000	0.000	0.000	0.000	0.000
PF12547	0.000	0.000	0.000	0.000	0.000
PF08098	0.000	0.000	0.000	0.000	0.000
PF02178	0.000	0.000	0.000	0.000	0.000
PF15187	0.000	0.000	0.000	0.000	0.000
PF11583	0.000	0.000	0.000	0.000	0.000
PF09041	0.000	0.000	0.000	0.000	0.000
PF03472	0.000	0.000	0.000	0.000	0.000
PF00765	0.000	0.000	0.000	0.000	0.000
PF03987	0.000	0.000	0.000	0.000	0.000
PF10381	0.000	0.000	0.000	0.000	0.000
PF03986	0.000	0.000	0.000	0.000	0.000
PF03797	0.000	0.000	0.000	0.000	0.000
PF12951	0.000	0.000	0.000	0.000	0.000
PF06677	0.000	0.000	0.000	0.000	0.000
PF15336	0.000	0.000	0.000	0.000	0.000
PF02041	0.000	0.000	0.000	0.000	0.000
PF05703	0.000	0.000	0.000	0.000	0.000
PF02519	0.000	0.000	0.000	0.000	0.000
PF05564	0.000	0.000	0.000	0.000	0.000
PF06507	0.000	0.000	0.000	0.000	0.000
PF02309	0.000	0.000	0.000	0.000	0.000
PF03708	0.000	0.000	0.000	0.000	0.000
PF01382	0.000	0.000	0.000	0.000	0.000
PF11599	0.000	0.000	0.000	0.000	0.000
PF03377	0.000	0.000	0.000	0.000	0.000
PF09794	0.000	0.000	0.000	0.000	0.000
PF05394	0.000	0.000	0.000	0.000	0.000
PF05655	0.000	0.000	0.000	0.000	0.000
PF11725	0.000	0.000	0.000	0.000	0.000
PF11529	0.000	0.000	0.000	0.000	0.000
PF09143	0.000	0.000	0.000	0.000	0.000
PF11592	0.000	0.000	0.000	0.000	0.000
PF09046	0.000	0.000	0.000	0.000	0.000
PF05627	0.000	0.000	0.000	0.000	0.000
PF06536	0.000	0.000	0.000	0.000	0.000
PF05512	0.000	0.000	0.000	0.000	0.000
PF05448	0.000	0.000	0.000	0.000	0.000
PF08517	0.000	0.000	0.000	0.000	0.000
PF08833	0.000	0.000	0.000	0.000	0.000
PF10211	0.000	0.000	0.000	0.000	0.000
PF03591	0.000	0.000	0.000	0.000	0.000
PF05437	0.000	0.000	0.000	0.000	0.000
PF01356	0.000	0.000	0.000	0.000	0.000
PF02137	0.000	0.000	0.000	0.000	0.000
PF00962	0.000	0.000	0.000	0.000	0.000
PF08451	0.000	0.000	0.000	0.000	0.000
PF09713	0.000	0.000	0.000	0.000	0.000
PF02216	0.000	0.000	0.000	0.000	0.000
PF04182	0.000	0.000	0.000	0.000	0.000
PF02246	0.000	0.000	0.000	0.000	0.000
PF02310	0.000	0.000	0.000	0.000	0.000
PF02607	0.000	0.000	0.000	0.000	0.000
PF06522	0.000	0.000	0.000	0.000	0.000
PF11473	0.000	0.000	0.000	0.000	0.000
PF09066	0.000	0.000	0.000	0.000	0.000
PF02362	0.000	0.000	0.000	0.000	0.000
PF03483	0.000	0.000	0.000	0.000	0.000
PF03484	0.000	0.000	0.000	0.000	0.000
PF01603	0.000	0.000	0.000	0.000	0.000
PF07162	0.000	0.000	0.000	0.000	0.000
PF07886	0.000	0.000	0.000	0.000	0.000
PF06989	0.000	0.000	0.000	0.000	0.000
PF08840	0.000	0.000	0.000	0.000	0.000
PF02673	0.000	0.000	0.000	0.000	0.000
PF05791	0.000	0.000	0.000	0.000	0.000
PF05968	0.000	0.000	0.000	0.000	0.000
PF07707	0.000	0.000	0.000	0.000	0.000
PF13004	0.000	0.000	0.000	0.000	0.000
PF10432	0.000	0.000	0.000	0.000	0.000
PF12173	0.000	0.000	0.000	0.000	0.000
PF01721	0.000	0.000	0.000	0.000	0.000
PF10439	0.000	0.000	0.000	0.000	0.000
PF09221	0.000	0.000	0.000	0.000	0.000
PF11758	0.000	0.000	0.000	0.000	0.000
PF14406	0.000	0.000	0.000	0.000	0.000
PF04519	0.000	0.000	0.000	0.000	-0.016
PF08379	0.000	0.000	0.000	0.000	0.000
PF06143	0.000	0.000	0.000	0.000	0.000
PF04798	0.000	0.000	0.000	0.000	0.000
PF04631	0.000	0.000	0.000	0.000	0.000
PF06096	0.000	0.000	0.000	0.000	0.000
PF04786	0.000	0.000	0.000	0.000	0.000
PF05274	0.000	0.000	0.000	0.000	0.000
PF04639	0.000	0.000	0.000	0.000	0.000
PF04850	0.000	0.000	0.000	0.000	0.000
PF03258	0.000	0.000	0.000	0.000	0.000
PF04700	0.000	0.000	0.000	0.000	0.000
PF03273	0.000	0.000	0.000	0.000	0.000
PF04735	0.000	0.000	0.000	0.000	0.000
PF05290	0.000	0.000	0.000	0.000	0.000
PF07206	0.000	0.000	0.000	0.000	0.000
PF06385	0.000	0.000	0.000	0.000	0.000
PF03041	0.000	0.000	0.000	0.000	0.000
PF05847	0.000	0.000	0.000	0.000	0.000
PF04838	0.000	0.000	0.000	0.000	0.000
PF11792	0.000	0.000	0.000	0.000	0.000
PF06061	0.000	0.000	0.000	0.000	0.000
PF05314	0.000	0.000	0.000	0.000	0.000
PF05073	0.000	0.000	0.000	0.000	0.000
PF04766	0.000	0.000	0.000	0.000	0.000
PF05214	0.000	0.000	0.000	0.000	0.000
PF05112	0.000	0.000	0.000	0.000	0.000
PF04878	0.000	0.000	0.000	0.000	0.000
PF04583	0.000	0.000	0.000	0.000	0.000
PF08404	0.000	0.000	0.000	0.000	0.000
PF04513	0.000	0.000	0.000	0.000	0.000
PF04512	0.000	0.000	0.000	0.000	0.000
PF05311	0.000	0.000	0.000	0.000	0.000
PF05883	0.000	0.000	0.000	0.000	0.000
PF05789	0.000	0.000	0.000	0.000	0.000
PF04501	0.000	0.000	0.000	0.000	0.000
PF08475	0.000	0.000	0.000	0.000	0.000
PF04913	0.000	0.000	0.000	0.000	0.000
PF02043	0.000	0.000	0.000	0.000	0.000
PF00308	0.000	0.000	0.000	0.000	0.000
PF08299	0.000	0.000	0.000	0.000	0.000
PF00216	0.000	0.000	0.000	0.000	0.000
PF01311	0.000	0.000	0.000	0.000	0.000
PF01312	0.000	0.000	0.000	0.000	0.000
PF01313	0.000	0.000	0.000	0.000	0.000
PF05088	0.000	0.000	0.000	0.000	0.000
PF01152	0.000	0.000	0.000	0.000	0.000
PF00296	0.000	0.000	0.000	0.000	0.000
PF05592	0.000	0.000	0.000	0.000	0.000
PF08531	0.000	0.000	0.000	0.000	0.000
PF01036	0.000	0.000	0.000	0.000	0.000
PF09501	0.000	0.000	0.000	0.000	0.000
PF01103	0.000	0.000	0.000	0.000	0.000
PF01338	0.000	0.000	0.000	0.000	0.000
PF02397	0.000	0.000	0.000	0.000	0.000
PF01654	0.000	0.000	0.000	0.000	0.000
PF02961	0.000	0.000	0.000	0.000	0.000
PF04684	0.000	0.000	0.000	0.000	0.000
PF09256	0.000	0.000	0.000	0.000	0.000
PF02179	0.000	0.000	0.000	0.000	0.000
PF08180	0.000	0.000	0.000	0.000	0.000
PF01426	0.000	0.000	0.000	0.000	0.000
PF06861	0.000	0.000	0.000	0.000	0.000
PF06211	0.000	0.000	0.000	0.000	0.000
PF02923	0.000	0.000	0.000	0.000	0.000
PF07565	0.000	0.000	0.000	0.000	0.000
PF01145	0.000	0.000	0.000	0.000	0.000
PF13421	0.000	0.000	0.000	0.000	0.000
PF06639	0.000	0.000	0.000	0.000	0.000
PF05529	0.000	0.000	0.000	0.000	0.000
PF03114	0.000	0.000	0.000	0.000	0.000
PF01337	0.000	0.000	0.000	0.000	0.000
PF15462	0.000	0.000	0.000	0.000	0.000
PF00967	0.000	0.000	0.000	0.000	0.000
PF10455	0.000	0.000	0.000	0.000	0.000
PF10456	0.000	0.000	0.000	0.000	0.000
PF04865	0.000	0.000	0.000	0.000	0.000
PF01586	0.000	0.000	0.000	0.000	0.000
PF05466	0.000	0.000	0.000	0.000	0.000
PF07001	0.000	0.000	0.000	0.000	0.000
PF07584	0.000	0.000	0.000	0.000	0.000
PF13584	0.000	0.000	0.000	0.000	0.000
PF06968	0.000	0.000	0.000	0.000	0.000
PF01027	0.000	0.000	0.000	0.000	0.000
PF12811	0.000	0.000	0.000	0.000	0.000
PF08031	0.000	0.000	0.000	0.000	0.000
PF14777	0.000	0.000	0.000	0.000	0.000
PF15272	0.000	0.000	0.000	0.000	0.000
PF15271	0.000	0.000	0.000	0.000	0.000
PF14779	0.000	0.000	0.000	0.000	0.000
PF14782	0.000	0.000	0.000	0.000	0.000
PF14783	0.000	0.000	0.000	0.000	0.000
PF14781	0.000	0.000	0.000	0.000	0.000
PF06726	0.000	0.000	0.000	0.000	0.000
PF05700	0.000	0.000	0.000	0.000	0.000
PF12490	0.000	0.000	0.000	0.000	0.000
PF12399	0.000	0.000	0.000	0.000	0.000
PF02028	0.000	0.000	0.000	0.000	0.000
PF15461	0.000	0.000	0.000	0.000	0.000
PF10436	0.000	0.000	0.000	0.000	0.000
PF07284	0.000	0.000	0.000	0.000	0.000
PF02327	0.000	0.000	0.000	0.000	0.000
PF13862	0.000	0.000	0.000	0.000	0.000
PF00452	0.000	0.000	0.000	0.000	0.000
PF12201	0.000	0.000	0.000	0.000	0.000
PF15286	0.000	0.000	0.000	0.000	0.000
PF10514	0.000	0.000	0.000	0.000	0.000
PF11502	0.000	0.000	0.000	0.000	0.000
PF12304	0.000	0.000	0.000	0.000	0.000
PF15318	0.000	0.000	0.000	0.000	0.000
PF08945	0.000	0.000	0.000	0.000	0.000
PF04714	0.000	0.000	0.000	0.000	0.000
PF09257	0.000	0.000	0.000	0.000	0.000
PF07572	0.000	0.000	0.000	0.000	0.000
PF09036	0.000	0.000	0.000	0.000	0.000
PF01869	0.000	0.000	0.000	0.000	0.000
PF08740	0.000	0.000	0.000	0.000	0.000
PF03170	0.000	0.000	0.000	0.000	0.000
PF05420	0.000	0.000	0.000	0.000	0.000
PF14439	0.000	0.000	0.000	0.000	0.000
PF14442	0.000	0.000	0.000	0.000	0.000
PF08072	0.000	0.000	0.000	0.000	0.000
PF10684	0.000	0.000	0.000	0.000	0.000
PF06208	0.000	0.000	0.000	0.000	0.000
PF06515	0.000	0.000	0.000	0.000	0.000
PF06595	0.000	0.000	0.000	0.000	0.000
PF06407	0.000	0.000	0.000	0.000	0.000
PF02138	0.000	0.000	0.000	0.000	0.000
PF10523	0.000	0.000	0.000	0.000	0.000
PF03594	0.000	0.000	0.000	0.000	0.000
PF07255	0.000	0.000	0.000	0.000	0.000
PF05744	0.000	0.000	0.000	0.000	0.000
PF02944	0.000	0.000	0.000	0.000	0.000
PF01062	0.000	0.000	0.000	0.000	0.000
PF03494	0.000	0.000	0.000	0.000	0.000
PF10996	0.000	0.000	0.000	0.000	0.000
PF00144	0.000	0.000	0.000	0.000	0.000
PF13354	0.000	0.000	0.000	0.000	0.000
PF12125	0.000	0.000	0.000	0.000	0.000
PF10435	0.000	0.000	0.000	0.000	0.000
PF13363	0.000	0.000	0.000	0.000	0.000
PF13364	0.000	0.000	0.000	0.000	0.000
PF01212	0.000	0.000	0.000	0.000	0.000
PF13229	0.000	0.000	0.000	0.000	0.000
PF09826	0.000	0.000	0.000	0.000	0.000
PF14350	0.000	0.000	0.000	0.000	0.000
PF08667	0.000	0.000	0.000	0.000	0.000
PF00407	0.000	0.000	0.000	0.000	0.000
PF04538	0.000	0.000	0.000	0.000	0.000
PF02929	0.000	0.000	0.000	0.000	0.000
PF15285	0.000	0.000	0.000	0.000	0.000
PF02180	0.000	0.000	0.000	0.000	0.000
PF10403	0.000	0.000	0.000	0.000	0.000
PF10404	0.000	0.000	0.000	0.000	0.000
PF10405	0.000	0.000	0.000	0.000	0.000
PF14215	0.000	0.000	0.000	0.000	0.000
PF09730	0.000	0.000	0.000	0.000	0.000
PF06393	0.000	0.000	0.000	0.000	0.000
PF02369	0.000	0.000	0.000	0.000	0.000
PF02368	0.000	0.000	0.000	0.000	0.000
PF07523	0.000	0.000	0.000	0.000	0.000
PF12245	0.000	0.000	0.000	0.000	0.000
PF13750	0.000	0.000	0.000	0.000	0.000
PF13754	0.000	0.000	0.000	0.000	0.000
PF07532	0.000	0.000	0.000	0.000	0.000
PF13205	0.000	0.000	0.000	0.000	0.000
PF04775	0.000	0.000	0.000	0.000	0.000
PF09166	0.000	0.000	0.000	0.000	0.000
PF06773	0.000	0.000	0.000	0.000	0.000
PF06859	0.000	0.000	0.000	0.000	0.000
PF03495	0.000	0.000	0.000	0.000	0.000
PF02084	0.000	0.000	0.000	0.000	0.000
PF08149	0.000	0.000	0.000	0.000	0.000
PF00351	0.000	0.000	0.000	0.000	0.000
PF15368	0.000	0.000	0.000	0.000	0.000
PF02785	0.000	0.000	0.000	0.000	0.000
PF00364	0.000	0.000	0.000	0.000	0.000
PF13533	0.000	0.000	0.000	0.000	0.000
PF03744	0.000	0.000	0.000	0.000	0.000
PF02632	0.000	0.000	0.000	0.000	0.000
PF06832	0.000	0.000	0.000	0.000	0.000
PF00653	0.000	0.000	0.000	0.000	0.000
PF04197	0.000	0.000	0.000	0.000	0.000
PF01766	0.000	0.000	0.000	0.000	0.000
PF01767	0.000	0.000	0.000	0.000	0.000
PF01768	0.000	0.000	0.000	0.000	0.000
PF03042	0.000	0.000	0.000	0.000	0.000
PF05858	0.000	0.000	0.000	0.000	0.000
PF03493	0.000	0.000	0.000	0.000	0.000
PF07467	0.000	0.000	0.000	0.000	0.000
PF11642	0.000	0.000	0.000	0.000	0.000
PF10046	0.000	0.000	0.000	0.000	0.000
PF12754	0.000	0.000	0.000	0.000	0.000
PF04940	0.000	0.000	0.000	0.000	0.000
PF06375	0.000	0.000	0.000	0.000	0.000
PF05289	0.000	0.000	0.000	0.000	0.000
PF00936	0.000	0.000	0.000	0.000	0.000
PF15185	0.000	0.000	0.000	0.000	0.000
PF04380	0.000	0.000	0.000	0.000	0.000
PF09132	0.000	0.000	0.000	0.000	0.000
PF02608	0.000	0.000	0.000	0.000	0.000
PF15282	0.000	0.000	0.000	0.000	0.000
PF12496	0.000	0.000	0.000	0.000	0.000
PF06553	0.000	0.000	0.000	0.000	0.000
PF02012	0.000	0.000	0.000	0.000	0.000
PF13088	0.000	0.000	0.000	0.000	0.000
PF13859	0.000	0.000	0.000	0.000	0.000
PF14873	0.000	0.000	0.000	0.000	0.000
PF04076	0.000	0.000	0.000	0.000	0.000
PF07441	0.000	0.000	0.000	0.000	0.000
PF08955	0.000	0.000	0.000	0.000	0.000
PF08977	0.000	0.000	0.000	0.000	0.000
PF01722	0.000	0.000	0.000	0.000	0.000
PF02044	0.000	0.000	0.000	0.000	0.000
PF05298	0.000	0.000	0.000	0.000	0.000
PF08096	0.000	0.000	0.000	0.000	0.000
PF04972	0.000	0.000	0.000	0.000	0.000
PF08145	0.000	0.000	0.000	0.000	0.000
PF15280	0.000	0.000	0.000	0.000	0.000
PF10512	0.000	0.000	0.000	0.000	0.000
PF14957	0.000	0.000	0.000	0.000	0.000
PF05714	0.000	0.000	0.000	0.000	0.000
PF06238	0.000	0.000	0.000	0.000	0.000
PF02414	0.000	0.000	0.000	0.000	0.000
PF02999	0.000	0.000	0.000	0.000	0.000
PF04160	0.000	0.000	0.000	0.000	0.000
PF05628	0.000	0.000	0.000	0.000	0.000
PF05262	0.000	0.000	0.000	0.000	0.000
PF03183	0.000	0.000	0.000	0.000	0.000
PF03978	0.000	0.000	0.000	0.000	0.000
